time,low,high,open,close
2019-12-01T00:00:00+00:00,7237.16,7555.92,7555.92,7375.47
2019-11-30T00:00:00+00:00,7453.0,7820.0,7759.99,7555.92
2019-11-29T00:00:00+00:00,7411.0,7870.1,7432.41,7760.0
2019-11-28T00:00:00+00:00,7370.62,7660.82,7524.73,7432.41
2019-11-27T00:00:00+00:00,6850.0,7678.76,7162.67,7523.72
2019-11-26T00:00:00+00:00,7021.84,7340.59,7127.01,7162.67
2019-11-25T00:00:00+00:00,6526.0,7379.99,6908.64,7127.01
2019-11-24T00:00:00+00:00,6865.0,7344.0,7329.29,6908.64
2019-11-23T00:00:00+00:00,7102.21,7361.41,7283.19,7329.29
2019-11-22T00:00:00+00:00,6775.47,7720.0,7616.48,7283.03
2019-11-21T00:00:00+00:00,7374.5,8114.97,8082.97,7616.46
2019-11-20T00:00:00+00:00,8030.05,8222.41,8123.36,8082.96
2019-11-19T00:00:00+00:00,7980.07,8197.82,8168.84,8123.36
2019-11-18T00:00:00+00:00,8015.0,8501.01,8501.0,8168.84
2019-11-17T00:00:00+00:00,8371.02,8637.01,8481.0,8500.01
2019-11-16T00:00:00+00:00,8423.0,8531.03,8457.48,8481.0
2019-11-15T00:00:00+00:00,8361.0,8773.22,8630.01,8457.48
2019-11-14T00:00:00+00:00,8558.01,8784.61,8758.34,8630.0
2019-11-13T00:00:00+00:00,8705.0,8838.8,8811.0,8758.34
2019-11-12T00:00:00+00:00,8556.56,8870.0,8721.53,8810.0
2019-11-11T00:00:00+00:00,8590.0,9067.34,9032.23,8721.54
2019-11-10T00:00:00+00:00,8731.43,9150.0,8807.89,9032.23
2019-11-09T00:00:00+00:00,8712.52,8873.48,8763.01,8807.89
2019-11-08T00:00:00+00:00,8660.0,9246.0,9198.85,8763.01
2019-11-07T00:00:00+00:00,9075.0,9375.16,9341.27,9198.84
2019-11-06T00:00:00+00:00,9253.66,9450.0,9322.09,9341.27
2019-11-05T00:00:00+00:00,9169.84,9474.89,9412.63,9322.09
2019-11-04T00:00:00+00:00,9127.0,9600.0,9206.52,9412.53
2019-11-03T00:00:00+00:00,9068.3,9380.0,9308.52,9206.52
2019-11-02T00:00:00+00:00,9210.0,9393.0,9253.09,9308.52
2019-11-01T00:00:00+00:00,9057.27,9299.99,9159.96,9253.12
2019-10-31T00:00:00+00:00,8950.0,9433.0,9164.45,9159.48
2019-10-30T00:00:00+00:00,8991.33,9431.36,9431.36,9164.44
2019-10-29T00:00:00+00:00,9068.19,9575.0,9225.06,9430.8
2019-10-28T00:00:00+00:00,9180.59,9939.69,9555.89,9226.5
2019-10-27T00:00:00+00:00,9102.33,9826.72,9259.98,9548.84
2019-10-26T00:00:00+00:00,8645.01,10540.49,8668.0,9259.78
2019-10-25T00:00:00+00:00,7389.91,8800.1,7430.87,8668.0
2019-10-24T00:00:00+00:00,7359.48,7509.99,7475.54,7430.87
2019-10-23T00:00:00+00:00,7296.44,8049.0,8024.0,7474.85
2019-10-22T00:00:00+00:00,7998.9,8317.14,8209.92,8024.72
2019-10-21T00:00:00+00:00,8156.0,8349.84,8235.94,8209.92
2019-10-20T00:00:00+00:00,7875.01,8309.0,7965.27,8236.12
2019-10-19T00:00:00+00:00,7873.46,8099.98,7954.15,7965.28
2019-10-18T00:00:00+00:00,7814.08,8117.77,8076.94,7954.16
2019-10-17T00:00:00+00:00,7937.01,8124.42,7995.81,8076.2
2019-10-16T00:00:00+00:00,7908.86,8171.59,8162.44,7993.54
2019-10-15T00:00:00+00:00,8085.65,8420.0,8355.0,8162.44
2019-10-14T00:00:00+00:00,8215.66,8409.0,8282.96,8355.0
2019-10-13T00:00:00+00:00,8146.47,8469.02,8309.03,8282.97
2019-10-12T00:00:00+00:00,8261.46,8425.0,8263.02,8309.03
2019-10-11T00:00:00+00:00,8226.0,8826.0,8587.49,8267.33
2019-10-10T00:00:00+00:00,8452.5,8660.0,8590.01,8587.5
2019-10-09T00:00:00+00:00,8121.0,8712.45,8180.0,8590.0
2019-10-08T00:00:00+00:00,8107.26,8342.97,8208.99,8180.0
2019-10-07T00:00:00+00:00,7762.35,8310.57,7859.79,8209.0
2019-10-06T00:00:00+00:00,7780.85,8176.18,8147.63,7859.79
2019-10-05T00:00:00+00:00,8020.2,8200.0,8156.68,8147.63
2019-10-04T00:00:00+00:00,8002.21,8241.35,8241.27,8156.67
2019-10-03T00:00:00+00:00,8059.22,8419.95,8381.72,8240.41
2019-10-02T00:00:00+00:00,8168.85,8391.0,8321.87,8381.72
2019-10-01T00:00:00+00:00,8200.0,8535.0,8304.95,8321.52
2019-09-30T00:00:00+00:00,7701.0,8393.23,8054.09,8304.96
2019-09-29T00:00:00+00:00,7902.96,8246.87,8217.47,8052.4
2019-09-28T00:00:00+00:00,8015.25,8343.0,8193.99,8217.47
2019-09-27T00:00:00+00:00,7861.02,8290.0,8060.0,8193.99
2019-09-26T00:00:00+00:00,7712.45,8464.08,8438.35,8060.0
2019-09-25T00:00:00+00:00,8222.01,8743.86,8530.01,8438.35
2019-09-24T00:00:00+00:00,8159.35,9777.16,9693.74,8530.01
2019-09-23T00:00:00+00:00,9609.37,10051.15,10026.79,9693.74
2019-09-22T00:00:00+00:00,9848.37,10097.0,9973.99,10026.8
2019-09-21T00:00:00+00:00,9917.34,10170.15,10168.85,9973.99
2019-09-20T00:00:00+00:00,10056.3,10309.84,10275.01,10168.85
2019-09-19T00:00:00+00:00,9585.86,10379.15,10156.22,10275.01
2019-09-18T00:00:00+00:00,10074.08,10258.0,10185.42,10155.26
2019-09-17T00:00:00+00:00,10135.44,10276.18,10262.54,10185.39
2019-09-16T00:00:00+00:00,10068.42,10379.98,10303.66,10262.54
2019-09-15T00:00:00+00:00,10263.39,10380.0,10360.01,10304.46
