,time,low,high,open,close,Day,Polarity_of_Desc
64,2019-11-22T20:00:00,7177.24,7230.66,7211.65,7217.8,2019-11-22,0.0745431776420077
65,2019-11-22T19:00:00,7160.14,7296.77,7283.19,7211.64,2019-11-22,0.0745431776420077
66,2019-11-22T18:00:00,7205.04,7309.49,7258.48,7283.03,2019-11-22,0.0745431776420077
67,2019-11-22T17:00:00,7228.78,7359.0,7345.3,7257.28,2019-11-22,0.0745431776420077
68,2019-11-22T16:00:00,7291.71,7357.41,7330.64,7347.31,2019-11-22,0.0745431776420077
69,2019-11-22T15:00:00,7274.0,7392.11,7310.0,7330.63,2019-11-22,0.0745431776420077
70,2019-11-22T14:00:00,7225.45,7363.37,7234.76,7310.0,2019-11-22,0.0745431776420077
71,2019-11-22T13:00:00,7137.54,7244.56,7150.64,7234.75,2019-11-22,0.0745431776420077
72,2019-11-22T12:00:00,7118.35,7176.93,7128.73,7150.63,2019-11-22,0.0745431776420077
73,2019-11-22T11:00:00,7105.0,7215.49,7122.03,7128.73,2019-11-22,0.0745431776420077
74,2019-11-22T10:00:00,7040.4,7154.52,7042.67,7122.03,2019-11-22,0.0745431776420077
75,2019-11-22T09:00:00,6775.47,7099.99,7036.79,7042.67,2019-11-22,0.0745431776420077
76,2019-11-22T08:00:00,6992.15,7146.44,7146.44,7036.8,2019-11-22,0.0745431776420077
77,2019-11-22T07:00:00,7071.4,7160.01,7099.98,7146.34,2019-11-22,0.0745431776420077
78,2019-11-22T06:00:00,7050.09,7172.74,7073.79,7099.99,2019-11-22,0.0745431776420077
79,2019-11-22T05:00:00,6928.31,7401.44,7401.44,7073.72,2019-11-22,0.0745431776420077
80,2019-11-22T04:00:00,7350.0,7512.58,7512.19,7400.04,2019-11-22,0.0745431776420077
81,2019-11-22T03:00:00,7502.98,7720.0,7550.97,7511.56,2019-11-22,0.0745431776420077
82,2019-11-22T02:00:00,7405.0,7566.92,7455.46,7550.98,2019-11-22,0.0745431776420077
83,2019-11-22T01:00:00,7435.65,7564.53,7552.98,7455.46,2019-11-22,0.0745431776420077
84,2019-11-22T00:00:00,7520.29,7616.36,7604.79,7552.97,2019-11-22,0.0745431776420077
85,2019-11-21T23:00:00,7589.35,7621.3,7589.35,7604.79,2019-11-21,0.07856439393939392
86,2019-11-21T22:00:00,7581.14,7641.14,7626.61,7589.36,2019-11-21,0.07856439393939392
87,2019-11-21T21:00:00,7620.63,7662.48,7644.01,7626.61,2019-11-21,0.07856439393939392
88,2019-11-21T20:00:00,7643.11,7685.34,7677.95,7644.01,2019-11-21,0.07856439393939392
89,2019-11-21T19:00:00,7614.82,7677.96,7616.48,7677.96,2019-11-21,0.07856439393939392
90,2019-11-21T18:00:00,7600.0,7634.47,7616.29,7616.46,2019-11-21,0.07856439393939392
91,2019-11-21T17:00:00,7587.81,7618.87,7591.31,7616.29,2019-11-21,0.07856439393939392
92,2019-11-21T16:00:00,7579.83,7620.0,7585.85,7591.31,2019-11-21,0.07856439393939392
93,2019-11-21T15:00:00,7562.0,7650.15,7616.54,7585.85,2019-11-21,0.07856439393939392
94,2019-11-21T14:00:00,7573.1,7619.74,7577.97,7616.54,2019-11-21,0.07856439393939392
95,2019-11-21T13:00:00,7550.0,7593.15,7558.75,7576.58,2019-11-21,0.07856439393939392
96,2019-11-21T12:00:00,7531.7,7593.98,7592.48,7558.75,2019-11-21,0.07856439393939392
97,2019-11-21T11:00:00,7575.66,7640.51,7609.65,7592.48,2019-11-21,0.07856439393939392
98,2019-11-21T10:00:00,7374.5,7770.01,7770.01,7609.65,2019-11-21,0.07856439393939392
99,2019-11-21T09:00:00,7755.05,7874.85,7858.43,7771.27,2019-11-21,0.07856439393939392
100,2019-11-21T08:00:00,7855.41,7883.92,7879.21,7858.43,2019-11-21,0.07856439393939392
101,2019-11-21T07:00:00,7825.8,7886.0,7844.23,7880.17,2019-11-21,0.07856439393939392
102,2019-11-21T06:00:00,7831.63,7901.77,7901.0,7844.23,2019-11-21,0.07856439393939392
103,2019-11-21T05:00:00,7888.36,7918.71,7911.39,7901.2,2019-11-21,0.07856439393939392
104,2019-11-21T04:00:00,7890.07,7939.92,7905.17,7910.39,2019-11-21,0.07856439393939392
105,2019-11-21T03:00:00,7878.0,8069.73,8065.14,7905.16,2019-11-21,0.07856439393939392
106,2019-11-21T02:00:00,8057.91,8078.25,8071.86,8065.14,2019-11-21,0.07856439393939392
107,2019-11-21T01:00:00,8062.43,8106.61,8106.6,8071.87,2019-11-21,0.07856439393939392
108,2019-11-21T00:00:00,8092.23,8107.8,8093.96,8106.61,2019-11-21,0.07856439393939392
109,2019-11-20T23:00:00,8083.56,8101.64,8099.99,8093.11,2019-11-20,0.06972138972138972
110,2019-11-20T22:00:00,8080.44,8109.65,8099.99,8099.99,2019-11-20,0.06972138972138972
111,2019-11-20T21:00:00,8089.3,8110.8,8109.24,8099.99,2019-11-20,0.06972138972138972
112,2019-11-20T20:00:00,8079.67,8114.97,8086.11,8109.25,2019-11-20,0.06972138972138972
113,2019-11-20T19:00:00,8060.91,8086.12,8082.97,8086.12,2019-11-20,0.06972138972138972
114,2019-11-20T18:00:00,8056.54,8086.02,8081.1,8082.96,2019-11-20,0.06972138972138972
115,2019-11-20T17:00:00,8068.21,8106.32,8086.43,8081.09,2019-11-20,0.06972138972138972
116,2019-11-20T16:00:00,8065.71,8103.21,8084.65,8086.43,2019-11-20,0.06972138972138972
117,2019-11-20T15:00:00,8055.75,8089.6,8073.16,8084.64,2019-11-20,0.06972138972138972
118,2019-11-20T14:00:00,8055.24,8097.18,8087.99,8073.16,2019-11-20,0.06972138972138972
119,2019-11-20T13:00:00,8078.4,8222.41,8134.97,8088.0,2019-11-20,0.06972138972138972
120,2019-11-20T12:00:00,8111.0,8136.24,8111.63,8135.64,2019-11-20,0.06972138972138972
121,2019-11-20T11:00:00,8106.9,8128.21,8112.7,8111.64,2019-11-20,0.06972138972138972
122,2019-11-20T10:00:00,8094.56,8143.59,8135.31,8112.7,2019-11-20,0.06972138972138972
123,2019-11-20T09:00:00,8072.51,8139.06,8072.51,8135.31,2019-11-20,0.06972138972138972
124,2019-11-20T08:00:00,8055.41,8077.44,8066.29,8072.52,2019-11-20,0.06972138972138972
125,2019-11-20T07:00:00,8054.33,8096.29,8075.09,8066.29,2019-11-20,0.06972138972138972
126,2019-11-20T06:00:00,8049.7,8085.0,8052.93,8075.09,2019-11-20,0.06972138972138972
127,2019-11-20T05:00:00,8030.05,8070.0,8060.98,8052.93,2019-11-20,0.06972138972138972
128,2019-11-20T04:00:00,8048.1,8083.3,8076.45,8060.98,2019-11-20,0.06972138972138972
129,2019-11-20T03:00:00,8070.35,8118.0,8112.4,8074.65,2019-11-20,0.06972138972138972
130,2019-11-20T02:00:00,8109.53,8126.35,8109.53,8112.41,2019-11-20,0.06972138972138972
131,2019-11-20T01:00:00,8100.53,8126.94,8102.68,8109.54,2019-11-20,0.06972138972138972
132,2019-11-20T00:00:00,8071.63,8111.0,8094.87,8102.67,2019-11-20,0.06972138972138972
133,2019-11-19T23:00:00,8089.38,8140.24,8118.65,8094.88,2019-11-19,0.09586328023828024
134,2019-11-19T22:00:00,8115.79,8132.76,8132.76,8118.64,2019-11-19,0.09586328023828024
135,2019-11-19T21:00:00,8117.57,8149.98,8117.58,8132.72,2019-11-19,0.09586328023828024
136,2019-11-19T20:00:00,8108.73,8141.6,8118.31,8117.58,2019-11-19,0.09586328023828024
137,2019-11-19T19:00:00,8088.62,8126.44,8123.36,8118.31,2019-11-19,0.09586328023828024
138,2019-11-19T18:00:00,8106.69,8140.08,8130.3,8123.36,2019-11-19,0.09586328023828024
139,2019-11-19T17:00:00,8105.01,8140.7,8105.83,8130.3,2019-11-19,0.09586328023828024
140,2019-11-19T16:00:00,8085.9,8113.25,8100.0,8105.99,2019-11-19,0.09586328023828024
141,2019-11-19T15:00:00,8058.59,8100.0,8093.22,8100.0,2019-11-19,0.09586328023828024
142,2019-11-19T14:00:00,8082.03,8113.12,8083.94,8093.21,2019-11-19,0.09586328023828024
143,2019-11-19T13:00:00,8077.62,8103.56,8077.62,8083.95,2019-11-19,0.09586328023828024
144,2019-11-19T12:00:00,8036.97,8085.93,8077.3,8077.63,2019-11-19,0.09586328023828024
145,2019-11-19T11:00:00,8077.0,8144.96,8088.22,8077.29,2019-11-19,0.09586328023828024
146,2019-11-19T10:00:00,8060.02,8102.0,8085.38,8091.85,2019-11-19,0.09586328023828024
147,2019-11-19T09:00:00,8045.04,8105.83,8045.04,8085.39,2019-11-19,0.09586328023828024
148,2019-11-19T08:00:00,8000.0,8058.19,8023.9,8045.05,2019-11-19,0.09586328023828024
149,2019-11-19T07:00:00,8007.79,8097.19,8059.15,8024.77,2019-11-19,0.09586328023828024
150,2019-11-19T06:00:00,7980.07,8100.0,8084.53,8059.15,2019-11-19,0.09586328023828024
151,2019-11-19T05:00:00,8065.55,8134.94,8130.93,8084.54,2019-11-19,0.09586328023828024
152,2019-11-19T04:00:00,8117.97,8150.0,8149.99,8130.93,2019-11-19,0.09586328023828024
153,2019-11-19T03:00:00,8108.07,8150.25,8108.07,8150.0,2019-11-19,0.09586328023828024
154,2019-11-19T02:00:00,8078.64,8140.95,8140.95,8108.07,2019-11-19,0.09586328023828024
155,2019-11-19T01:00:00,8111.56,8140.96,8131.02,8140.96,2019-11-19,0.09586328023828024
156,2019-11-19T00:00:00,8127.35,8161.71,8136.99,8131.02,2019-11-19,0.09586328023828024
157,2019-11-18T23:00:00,8109.47,8153.61,8132.64,8137.0,2019-11-18,0.14571957318280848
158,2019-11-18T22:00:00,8126.3,8182.76,8182.74,8132.65,2019-11-18,0.14571957318280848
159,2019-11-18T21:00:00,8178.0,8196.71,8185.79,8182.75,2019-11-18,0.14571957318280848
160,2019-11-18T20:00:00,8165.0,8195.41,8166.99,8185.8,2019-11-18,0.14571957318280848
161,2019-11-18T19:00:00,8160.38,8197.82,8168.84,8167.0,2019-11-18,0.14571957318280848
162,2019-11-18T18:00:00,8163.0,8202.45,8198.98,8168.84,2019-11-18,0.14571957318280848
163,2019-11-18T17:00:00,8175.0,8219.51,8216.38,8198.98,2019-11-18,0.14571957318280848
164,2019-11-18T16:00:00,8182.2,8226.38,8200.52,8216.38,2019-11-18,0.14571957318280848
165,2019-11-18T15:00:00,8154.07,8202.29,8198.5,8200.53,2019-11-18,0.14571957318280848
166,2019-11-18T14:00:00,8162.0,8216.98,8184.05,8198.5,2019-11-18,0.14571957318280848
167,2019-11-18T13:00:00,8015.0,8325.81,8323.72,8184.05,2019-11-18,0.14571957318280848
168,2019-11-18T12:00:00,8286.0,8405.01,8405.0,8325.0,2019-11-18,0.14571957318280848
169,2019-11-18T11:00:00,8397.47,8419.35,8400.01,8405.01,2019-11-18,0.14571957318280848
170,2019-11-18T10:00:00,8390.0,8429.3,8429.22,8400.01,2019-11-18,0.14571957318280848
171,2019-11-18T09:00:00,8428.47,8449.0,8437.5,8429.23,2019-11-18,0.14571957318280848
172,2019-11-18T08:00:00,8390.01,8454.37,8399.01,8437.49,2019-11-18,0.14571957318280848
173,2019-11-18T07:00:00,8345.23,8425.4,8425.4,8399.01,2019-11-18,0.14571957318280848
174,2019-11-18T06:00:00,8409.5,8447.85,8441.7,8425.4,2019-11-18,0.14571957318280848
175,2019-11-18T05:00:00,8436.05,8465.25,8465.24,8441.7,2019-11-18,0.14571957318280848
176,2019-11-18T04:00:00,8446.7,8467.09,8462.56,8465.25,2019-11-18,0.14571957318280848
177,2019-11-18T03:00:00,8420.31,8488.0,8438.98,8464.34,2019-11-18,0.14571957318280848
178,2019-11-18T02:00:00,8411.22,8452.0,8435.15,8438.97,2019-11-18,0.14571957318280848
179,2019-11-18T01:00:00,8427.63,8485.37,8472.52,8435.15,2019-11-18,0.14571957318280848
180,2019-11-18T00:00:00,8466.92,8479.32,8476.02,8472.52,2019-11-18,0.14571957318280848
181,2019-11-17T23:00:00,8457.11,8488.0,8475.89,8476.03,2019-11-17,-0.06092145949288806
182,2019-11-17T22:00:00,8427.43,8486.23,8443.2,8475.88,2019-11-17,-0.06092145949288806
183,2019-11-17T21:00:00,8415.0,8480.98,8477.72,8443.21,2019-11-17,-0.06092145949288806
184,2019-11-17T20:00:00,8470.69,8493.77,8492.17,8477.73,2019-11-17,-0.06092145949288806
185,2019-11-17T19:00:00,8452.71,8501.01,8501.0,8492.18,2019-11-17,-0.06092145949288806
186,2019-11-17T18:00:00,8485.67,8542.18,8541.0,8500.01,2019-11-17,-0.06092145949288806
187,2019-11-17T17:00:00,8528.01,8553.31,8553.31,8541.0,2019-11-17,-0.06092145949288806
188,2019-11-17T16:00:00,8522.48,8564.9,8527.51,8553.32,2019-11-17,-0.06092145949288806
189,2019-11-17T15:00:00,8517.34,8637.01,8555.01,8527.5,2019-11-17,-0.06092145949288806
190,2019-11-17T14:00:00,8535.4,8561.24,8539.74,8555.0,2019-11-17,-0.06092145949288806
191,2019-11-17T13:00:00,8530.9,8547.14,8545.0,8539.74,2019-11-17,-0.06092145949288806
192,2019-11-17T12:00:00,8538.84,8559.5,8538.85,8545.01,2019-11-17,-0.06092145949288806
193,2019-11-17T11:00:00,8528.0,8544.85,8528.0,8538.85,2019-11-17,-0.06092145949288806
194,2019-11-17T10:00:00,8518.26,8544.33,8518.26,8528.01,2019-11-17,-0.06092145949288806
195,2019-11-17T09:00:00,8510.0,8530.0,8527.01,8518.26,2019-11-17,-0.06092145949288806
196,2019-11-17T08:00:00,8522.0,8573.61,8561.85,8527.01,2019-11-17,-0.06092145949288806
197,2019-11-17T07:00:00,8524.19,8574.37,8524.19,8561.85,2019-11-17,-0.06092145949288806
198,2019-11-17T06:00:00,8519.29,8543.01,8524.19,8524.19,2019-11-17,-0.06092145949288806
199,2019-11-17T05:00:00,8519.45,8540.0,8537.39,8524.01,2019-11-17,-0.06092145949288806
200,2019-11-17T04:00:00,8511.98,8587.95,8553.0,8537.29,2019-11-17,-0.06092145949288806
201,2019-11-17T03:00:00,8371.02,8559.92,8423.25,8553.0,2019-11-17,-0.06092145949288806
202,2019-11-17T02:00:00,8400.0,8474.93,8474.53,8423.25,2019-11-17,-0.06092145949288806
203,2019-11-17T01:00:00,8470.24,8487.69,8487.6,8474.52,2019-11-17,-0.06092145949288806
204,2019-11-17T00:00:00,8470.54,8491.46,8473.38,8487.6,2019-11-17,-0.06092145949288806
205,2019-11-16T23:00:00,8460.65,8479.96,8479.15,8471.63,2019-11-16,0.007851977567886642
206,2019-11-16T22:00:00,8463.36,8484.92,8479.81,8473.98,2019-11-16,0.007851977567886642
207,2019-11-16T21:00:00,8479.0,8495.0,8479.5,8479.82,2019-11-16,0.007851977567886642
208,2019-11-16T20:00:00,8479.0,8510.0,8494.29,8479.5,2019-11-16,0.007851977567886642
209,2019-11-16T19:00:00,8480.99,8509.98,8481.0,8494.3,2019-11-16,0.007851977567886642
210,2019-11-16T18:00:00,8460.94,8482.2,8468.79,8481.0,2019-11-16,0.007851977567886642
211,2019-11-16T17:00:00,8464.17,8486.77,8477.52,8468.79,2019-11-16,0.007851977567886642
212,2019-11-16T16:00:00,8452.0,8481.99,8452.01,8477.53,2019-11-16,0.007851977567886642
213,2019-11-16T15:00:00,8452.0,8467.56,8467.01,8452.01,2019-11-16,0.007851977567886642
214,2019-11-16T14:00:00,8463.0,8480.04,8476.98,8467.02,2019-11-16,0.007851977567886642
215,2019-11-16T13:00:00,8470.0,8476.99,8471.54,8476.99,2019-11-16,0.007851977567886642
216,2019-11-16T12:00:00,8470.0,8488.0,8488.0,8471.54,2019-11-16,0.007851977567886642
217,2019-11-16T11:00:00,8478.35,8497.51,8484.48,8487.99,2019-11-16,0.007851977567886642
218,2019-11-16T10:00:00,8479.59,8500.0,8482.83,8484.48,2019-11-16,0.007851977567886642
219,2019-11-16T09:00:00,8455.0,8517.14,8484.57,8483.11,2019-11-16,0.007851977567886642
220,2019-11-16T08:00:00,8461.48,8499.94,8466.0,8484.97,2019-11-16,0.007851977567886642
221,2019-11-16T07:00:00,8452.75,8480.0,8474.15,8466.0,2019-11-16,0.007851977567886642
222,2019-11-16T06:00:00,8447.5,8474.97,8464.12,8474.15,2019-11-16,0.007851977567886642
223,2019-11-16T05:00:00,8455.0,8520.0,8496.74,8464.12,2019-11-16,0.007851977567886642
224,2019-11-16T04:00:00,8479.7,8531.03,8481.47,8496.74,2019-11-16,0.007851977567886642
225,2019-11-16T03:00:00,8472.01,8499.35,8472.01,8481.62,2019-11-16,0.007851977567886642
226,2019-11-16T02:00:00,8459.62,8501.0,8459.62,8472.0,2019-11-16,0.007851977567886642
227,2019-11-16T01:00:00,8455.34,8473.84,8467.02,8459.62,2019-11-16,0.007851977567886642
228,2019-11-16T00:00:00,8446.59,8468.0,8462.53,8467.01,2019-11-16,0.007851977567886642
229,2019-11-15T23:00:00,8446.51,8468.0,8450.0,8463.53,2019-11-15,0.07109605911330047
230,2019-11-15T22:00:00,8431.09,8455.39,8445.0,8450.01,2019-11-15,0.07109605911330047
231,2019-11-15T21:00:00,8426.74,8473.91,8472.23,8446.29,2019-11-15,0.07109605911330047
232,2019-11-15T20:00:00,8451.04,8480.0,8454.25,8472.24,2019-11-15,0.07109605911330047
233,2019-11-15T19:00:00,8423.0,8467.29,8457.48,8454.25,2019-11-15,0.07109605911330047
234,2019-11-15T18:00:00,8429.5,8510.0,8502.44,8457.48,2019-11-15,0.07109605911330047
235,2019-11-15T17:00:00,8450.07,8503.18,8450.96,8502.44,2019-11-15,0.07109605911330047
236,2019-11-15T16:00:00,8442.12,8466.14,8466.14,8452.77,2019-11-15,0.07109605911330047
237,2019-11-15T15:00:00,8456.0,8480.41,8472.07,8466.13,2019-11-15,0.07109605911330047
238,2019-11-15T14:00:00,8451.26,8486.33,8482.79,8472.08,2019-11-15,0.07109605911330047
239,2019-11-15T13:00:00,8447.56,8486.2,8461.55,8482.8,2019-11-15,0.07109605911330047
240,2019-11-15T12:00:00,8436.53,8470.0,8463.85,8461.56,2019-11-15,0.07109605911330047
241,2019-11-15T11:00:00,8405.95,8469.66,8462.75,8464.99,2019-11-15,0.07109605911330047
242,2019-11-15T10:00:00,8392.48,8475.0,8451.05,8463.07,2019-11-15,0.07109605911330047
243,2019-11-15T09:00:00,8361.0,8632.79,8632.69,8448.16,2019-11-15,0.07109605911330047
244,2019-11-15T08:00:00,8630.01,8682.04,8655.43,8632.69,2019-11-15,0.07109605911330047
245,2019-11-15T07:00:00,8611.19,8659.38,8611.87,8655.16,2019-11-15,0.07109605911330047
246,2019-11-15T06:00:00,8610.61,8649.02,8637.34,8611.18,2019-11-15,0.07109605911330047
247,2019-11-15T05:00:00,8562.98,8648.61,8590.0,8637.34,2019-11-15,0.07109605911330047
248,2019-11-15T04:00:00,8562.94,8773.22,8625.06,8590.01,2019-11-15,0.07109605911330047
249,2019-11-15T03:00:00,8544.29,8625.0,8544.62,8625.0,2019-11-15,0.07109605911330047
250,2019-11-15T02:00:00,8536.23,8572.0,8565.87,8544.62,2019-11-15,0.07109605911330047
251,2019-11-15T01:00:00,8537.51,8589.91,8546.2,8565.87,2019-11-15,0.07109605911330047
252,2019-11-15T00:00:00,8532.24,8557.98,8539.42,8546.19,2019-11-15,0.07109605911330047
253,2019-11-14T23:00:00,8521.94,8550.0,8535.76,8539.42,2019-11-14,0.06927818393727486
254,2019-11-14T22:00:00,8490.01,8560.49,8524.55,8536.38,2019-11-14,0.06927818393727486
255,2019-11-14T21:00:00,8505.0,8567.0,8532.77,8524.56,2019-11-14,0.06927818393727486
256,2019-11-14T20:00:00,8515.0,8603.25,8596.04,8532.77,2019-11-14,0.06927818393727486
257,2019-11-14T19:00:00,8595.76,8636.93,8630.01,8595.76,2019-11-14,0.06927818393727486
258,2019-11-14T18:00:00,8630.0,8665.14,8645.95,8630.0,2019-11-14,0.06927818393727486
259,2019-11-14T17:00:00,8640.0,8652.88,8649.33,8645.95,2019-11-14,0.06927818393727486
260,2019-11-14T16:00:00,8645.99,8659.19,8653.46,8649.34,2019-11-14,0.06927818393727486
261,2019-11-14T15:00:00,8632.01,8658.99,8632.01,8653.45,2019-11-14,0.06927818393727486
262,2019-11-14T14:00:00,8620.27,8633.35,8620.27,8632.02,2019-11-14,0.06927818393727486
263,2019-11-14T13:00:00,8607.23,8643.0,8642.99,8621.21,2019-11-14,0.06927818393727486
264,2019-11-14T12:00:00,8629.51,8643.73,8634.14,8643.0,2019-11-14,0.06927818393727486
265,2019-11-14T11:00:00,8600.0,8634.82,8615.63,8634.15,2019-11-14,0.06927818393727486
266,2019-11-14T10:00:00,8589.28,8643.66,8643.66,8615.62,2019-11-14,0.06927818393727486
267,2019-11-14T09:00:00,8625.01,8661.6,8651.05,8643.67,2019-11-14,0.06927818393727486
268,2019-11-14T08:00:00,8590.0,8670.13,8599.4,8651.05,2019-11-14,0.06927818393727486
269,2019-11-14T07:00:00,8575.87,8612.0,8611.98,8599.51,2019-11-14,0.06927818393727486
270,2019-11-14T06:00:00,8570.01,8612.05,8600.02,8611.98,2019-11-14,0.06927818393727486
271,2019-11-14T05:00:00,8590.91,8623.23,8609.88,8600.02,2019-11-14,0.06927818393727486
272,2019-11-14T04:00:00,8575.0,8625.13,8593.71,8607.75,2019-11-14,0.06927818393727486
