time,low,high,open,close
2019-11-24T12:00:00,7025.75,7125.37,7026.53,7086.35
2019-11-24T11:00:00,6910.6,7039.1,6990.85,7028.44
2019-11-24T10:00:00,6971.09,7103.31,7067.08,6994.89
2019-11-24T09:00:00,7000.0,7174.81,7149.37,7064.47
2019-11-24T08:00:00,7134.71,7195.24,7163.27,7149.61
2019-11-24T07:00:00,7143.4,7211.98,7211.53,7163.27
2019-11-24T06:00:00,7130.53,7271.05,7141.44,7211.98
2019-11-24T05:00:00,7110.08,7281.64,7256.24,7141.45
2019-11-24T04:00:00,7180.0,7275.22,7210.5,7256.25
2019-11-24T03:00:00,7186.01,7235.0,7188.22,7210.5
2019-11-24T02:00:00,7183.59,7227.76,7213.35,7189.85
2019-11-24T01:00:00,7188.88,7238.61,7188.89,7213.35
2019-11-24T00:00:00,7165.8,7203.04,7184.46,7188.89
2019-11-23T23:00:00,7174.38,7231.94,7223.0,7184.46
2019-11-23T22:00:00,7201.08,7255.7,7255.69,7223.0
2019-11-23T21:00:00,7252.35,7290.63,7271.79,7255.7
2019-11-23T20:00:00,7250.0,7281.51,7260.13,7271.79
2019-11-23T19:00:00,7233.31,7344.0,7329.29,7261.09
2019-11-23T18:00:00,7310.0,7335.85,7310.54,7329.29
2019-11-23T17:00:00,7276.89,7341.95,7289.02,7310.7
2019-11-23T16:00:00,7253.35,7294.5,7285.86,7289.01
2019-11-23T15:00:00,7256.24,7307.26,7293.14,7285.82
2019-11-23T14:00:00,7281.98,7340.48,7318.18,7293.14
2019-11-23T13:00:00,7279.01,7348.95,7300.59,7318.18
2019-11-23T12:00:00,7261.49,7317.14,7310.01,7300.59
2019-11-23T11:00:00,7246.11,7361.41,7305.01,7310.01
2019-11-23T10:00:00,7240.0,7342.31,7267.1,7305.02
2019-11-23T09:00:00,7178.9,7309.42,7187.76,7267.23
2019-11-23T08:00:00,7159.89,7194.84,7165.3,7187.76
2019-11-23T07:00:00,7155.55,7204.82,7185.0,7165.3
2019-11-23T06:00:00,7170.0,7234.68,7181.56,7185.01
2019-11-23T05:00:00,7138.11,7213.23,7172.12,7177.21
2019-11-23T04:00:00,7102.21,7185.53,7155.82,7174.47
2019-11-23T03:00:00,7117.6,7227.56,7190.22,7155.81
2019-11-23T02:00:00,7176.49,7250.0,7223.89,7190.22
2019-11-23T01:00:00,7198.33,7236.8,7220.41,7223.9
2019-11-23T00:00:00,7195.0,7251.52,7225.01,7220.41
2019-11-22T23:00:00,7225.0,7315.64,7285.67,7225.01
2019-11-22T22:00:00,7251.35,7308.24,7266.96,7285.65
2019-11-22T21:00:00,7209.28,7289.73,7217.8,7264.71
2019-11-22T20:00:00,7177.24,7230.66,7211.65,7217.8
2019-11-22T19:00:00,7160.14,7296.77,7283.19,7211.64
2019-11-22T18:00:00,7205.04,7309.49,7258.48,7283.03
2019-11-22T17:00:00,7228.78,7359.0,7345.3,7257.28
2019-11-22T16:00:00,7291.71,7357.41,7330.64,7347.31
2019-11-22T15:00:00,7274.0,7392.11,7310.0,7330.63
2019-11-22T14:00:00,7225.45,7363.37,7234.76,7310.0
2019-11-22T13:00:00,7137.54,7244.56,7150.64,7234.75
2019-11-22T12:00:00,7118.35,7176.93,7128.73,7150.63
2019-11-22T11:00:00,7105.0,7215.49,7122.03,7128.73
2019-11-22T10:00:00,7040.4,7154.52,7042.67,7122.03
2019-11-22T09:00:00,6775.47,7099.99,7036.79,7042.67
2019-11-22T08:00:00,6992.15,7146.44,7146.44,7036.8
2019-11-22T07:00:00,7071.4,7160.01,7099.98,7146.34
2019-11-22T06:00:00,7050.09,7172.74,7073.79,7099.99
2019-11-22T05:00:00,6928.31,7401.44,7401.44,7073.72
2019-11-22T04:00:00,7350.0,7512.58,7512.19,7400.04
2019-11-22T03:00:00,7502.98,7720.0,7550.97,7511.56
